,time_timetuple,time_datetime,ask,bid,cpn,facevalue,y2o_ask,y2o_bid,yield_ask,yield_bid,future_payments_sum_rf_discounted,ytm_rf,yto_rf,spread_offer_ask,spread_offer_bid,spread_maturity_ask,spread_maturity_bid
316,2014-07-31,2014-07-31 00:00:00,98.2,96.75,45.38,1000.0,,,10.2913,11.1138,1024.8379000842651,0.09643590812729065,0.09643590812729065,,,0.6477091872709337,1.4702091872709335
315,2014-08-01,2014-08-01 00:00:00,100.07,95.39,45.38,1000.0,,,10.1246,11.8822,1023.5297377682804,0.09730081061498634,0.09730081061498634,,,0.3945189385013652,2.1521189385013653
314,2014-08-04,2014-08-04 00:00:00,99.35,95.26,45.38,1000.0,,,9.6542,11.9446,1023.2910955247186,0.09786703551032201,0.09786703551032201,,,-0.13250355103220102,2.157896448967799
313,2014-08-05,2014-08-05 00:00:00,98.2,95.06,45.38,1000.0,,,10.2979,11.9893,1023.113998850679,0.09811123319187506,0.09811123319187506,,,0.48677668081249337,2.178176680812493
312,2014-08-06,2014-08-06 00:00:00,98.95,95.03,45.38,1000.0,,,9.8778,11.9632,1020.6832361371946,0.09961498280405442,0.09961498280405442,,,-0.08369828040544114,2.001701719594559
311,2014-08-07,2014-08-07 00:00:00,98.03,92.01,45.38,1000.0,,,10.3966,12.2343,1021.7554444476455,0.09916340525278221,0.09916340525278221,,,0.48025947472177855,2.3179594747217784
310,2014-08-08,2014-08-08 00:00:00,99.42,92.01,45.38,1000.0,,,9.617,13.9863,1023.3747936415924,0.09840541783423491,0.09840541783423491,,,-0.22354178342349051,4.145758216576509
309,2014-08-11,2014-08-11 00:00:00,98.98,95.12,45.38,1000.0,,,9.8647,12.0992,1027.612291108141,0.09647665129222462,0.09647665129222462,,,0.21703487077753714,2.4515348707775377
308,2014-08-12,2014-08-12 00:00:00,98.53,95.44,45.38,1000.0,,,10.12,11.912,1030.004219807784,0.09528738603723118,0.09528738603723118,,,0.5912613962768809,2.3832613962768825
307,2014-08-13,2014-08-13 00:00:00,98.53,95.48,45.38,1000.0,,,10.1209,11.8915,1031.0776884618103,0.09483251522196365,0.09483251522196365,,,0.6376484778036353,2.4082484778036353
306,2014-08-14,2014-08-14 00:00:00,98.49,92.01,45.38,1000.0,,,10.1442,11.8766,1031.8773999436537,0.09452955057513608,0.09452955057513608,,,0.6912449424863922,2.4236449424863924
305,2014-08-15,2014-08-15 00:00:00,97.0,95.79,45.38,1000.0,,,11.0029,11.7136,1033.4464829468764,0.09379784596321804,0.09379784596321804,,,1.623115403678197,2.333815403678196
304,2014-08-18,2014-08-18 00:00:00,97.7,95.81,45.38,1000.0,,,10.6024,11.7108,1033.3319137050657,0.09428757192589829,0.09428757192589829,,,1.17364280741017,2.2820428074101713
303,2014-08-19,2014-08-19 00:00:00,97.95,95.79,45.38,1000.0,,,10.4599,11.708,1033.5345665692234,0.09431695634065117,0.09431695634065117,,,1.028204365934883,2.276304365934884
302,2014-08-20,2014-08-20 00:00:00,97.48,95.81,45.38,1000.0,,,10.7338,11.7173,1035.2270382023244,0.09351219402831171,0.09351219402831171,,,1.382580597168829,2.3660805971688283
301,2014-08-21,2014-08-21 00:00:00,98.19,95.8,45.38,1000.0,,,11.0281,11.7266,1036.2955732952341,0.09305607230128955,0.09305607230128955,,,1.7224927698710442,2.4209927698710434
300,2014-08-22,2014-08-22 00:00:00,98.29,95.82,45.38,1000.0,,,10.6155,10.2056,1034.7482267786643,0.09406544036371678,0.09406544036371678,,,1.2089559636283234,0.799055963628323
299,2014-08-25,2014-08-25 00:00:00,99.89,95.91,45.38,1000.0,,,9.3608,11.6726,1037.0858735268073,0.09318012217702215,0.09318012217702215,,,0.04278778229778446,2.3545877822977843
298,2014-08-26,2014-08-26 00:00:00,99.94,95.92,45.38,1000.0,,,9.3329,11.6698,1036.7938375847284,0.09348715372875055,0.09348715372875055,,,-0.01581537287505519,2.321084627124945
297,2014-08-27,2014-08-27 00:00:00,99.9,95.95,45.38,1000.0,,,9.3562,11.6549,1035.7373432269846,0.09422705761872939,0.09422705761872939,,,-0.06650576187293922,2.232194238127061
296,2014-08-28,2014-08-28 00:00:00,99.89,95.81,45.38,1000.0,,,9.3618,11.1268,1029.8497385142807,0.09772016184557367,0.09772016184557367,,,-0.41021618455736686,1.354783815442632
295,2014-08-29,2014-08-29 00:00:00,99.9,95.17,45.38,1000.0,,,10.3016,11.8915,1027.2409823681628,0.09936673304613253,0.09936673304613253,,,0.3649266953867478,1.954826695386748
294,2014-09-01,2014-09-01 00:00:00,99.8,95.04,45.38,1000.0,,,9.4139,10.3006,1028.3790481880828,0.09917189477319743,0.09917189477319743,,,-0.5032894773197434,0.383410522680256
293,2014-09-02,2014-09-02 00:00:00,99.79,95.03,45.38,1000.0,,,9.4205,12.2231,1028.2801175976088,0.09938283779071068,0.09938283779071068,,,-0.5177837790710669,2.284816220928933
292,2014-09-03,2014-09-03 00:00:00,99.74,95.26,45.38,1000.0,,,9.4493,12.061,1032.556407369817,0.09707207018335172,0.09707207018335172,,,-0.2579070183351728,2.353792981664828
291,2014-09-04,2014-09-04 00:00:00,96.85,95.46,45.38,1000.0,,,11.1389,11.9791,1033.0023497553898,0.09696631090704887,0.09696631090704887,,,1.4422689092951124,2.2824689092951136
290,2014-09-05,2014-09-05 00:00:00,99.88,95.5,45.38,1000.0,,,11.0635,11.9278,1034.8045387657326,0.09608054973171222,0.09608054973171222,,,1.4554450268287766,2.3197450268287767
289,2014-09-08,2014-09-08 00:00:00,99.79,95.54,45.38,1000.0,,,11.0411,11.8896,1034.9753238969827,0.09643227415036482,0.09643227415036482,,,1.397872584963519,2.2463725849635185
288,2014-09-09,2014-09-09 00:00:00,99.66,95.64,45.38,1000.0,,,11.0309,11.8561,1033.9479204259312,0.0971775264994688,0.0971775264994688,,,1.3131473500531214,2.1383473500531203
287,2014-09-10,2014-09-10 00:00:00,97.99,95.54,45.38,1000.0,,,11.0393,11.8775,1034.6709045380906,0.09691083545959421,0.09691083545959421,,,1.34821645404058,2.186416454040579
286,2014-09-11,2014-09-11 00:00:00,97.0,95.36,45.38,1000.0,,,11.0663,11.9493,1033.9568767910055,0.0974775156873588,0.0974775156873588,,,1.3185484312641211,2.2015484312641203
285,2014-09-12,2014-09-12 00:00:00,97.0,95.49,45.38,1000.0,,,11.0691,11.9902,1035.7489434665342,0.09658953203329063,0.09658953203329063,,,1.4101467966709382,2.3312467966709374
284,2014-09-15,2014-09-15 00:00:00,96.75,95.46,45.38,1000.0,,,11.2274,12.007,1035.7694649531002,0.09703516134294109,0.09703516134294109,,,1.5238838657058906,2.303483865705891
283,2014-09-16,2014-09-16 00:00:00,96.5,95.43,45.38,1000.0,,,11.383,12.0294,1036.5894745658734,0.09671002105545833,0.09671002105545833,,,1.711997894454166,2.3583978944541677
282,2014-09-17,2014-09-17 00:00:00,99.93,95.86,45.38,1000.0,,,11.3857,11.7481,1038.9181387805534,0.09550507144747294,0.09550507144747294,,,1.8351928552527053,2.197592855252706
281,2014-09-18,2014-09-18 00:00:00,99.92,96.01,45.38,1000.0,,,9.3515,11.6903,1037.8326380801088,0.09629000292201251,0.09629000292201251,,,-0.2775002922012515,2.0612997077987494
280,2014-09-19,2014-09-19 00:00:00,99.93,95.99,45.38,1000.0,,,11.0802,11.6875,1038.856281133505,0.09584444575635542,0.09584444575635542,,,1.4957554243644573,2.1030554243644577
279,2014-09-22,2014-09-22 00:00:00,99.49,96.0,45.38,1000.0,,,11.2777,11.6847,1039.6482842787784,0.09583849155466649,0.09583849155466649,,,1.693850844533351,2.100850844533351
275,2014-09-26,2014-09-26 00:00:00,98.99,94.02,45.38,1000.0,,,11.4137,12.9794,1042.6636318796993,0.09467792064854959,0.09467792064854959,,,1.9459079351450423,3.511607935145042
274,2014-09-29,2014-09-29 00:00:00,97.89,95.0,45.38,1000.0,,,11.1417,12.3572,997.4679645378054,0.09500694580407068,0.09500694580407068,,,1.6410054195929327,2.856505419592933
273,2014-09-30,2014-09-30 00:00:00,98.99,97.8,45.38,1000.0,,,10.5559,10.6229,997.9699001488989,0.09485691195281873,0.09485691195281873,,,1.070208804718126,1.1372088047181261
272,2014-10-01,2014-10-01 00:00:00,99.0,94.01,45.38,1000.0,,,9.8992,13.0073,997.1652036300037,0.09547994345509411,0.09547994345509411,,,0.35120565449058994,3.4593056544905902
271,2014-10-02,2014-10-02 00:00:00,98.5,95.99,45.38,1000.0,,,10.2001,11.5897,996.7092939054478,0.09589841528887118,0.09589841528887118,,,0.6102584711128838,1.9998584711128835
270,2014-10-03,2014-10-03 00:00:00,98.98,95.89,45.38,1000.0,,,9.9122,11.7369,991.8737150960333,0.09893438042084077,0.09893438042084077,,,0.018761957915923944,1.843461957915924
269,2014-10-06,2014-10-06 00:00:00,97.98,95.82,45.38,1000.0,,,10.5205,11.789,993.9987783622656,0.098119700613343,0.098119700613343,,,0.7085299386657002,1.9770299386656998
268,2014-10-07,2014-10-07 00:00:00,97.0,95.75,45.38,1000.0,,,11.1268,11.8682,995.8857641116006,0.09714002394874355,0.09714002394874355,,,1.412797605125645,2.1541976051256455
267,2014-10-08,2014-10-08 00:00:00,96.75,95.93,45.38,1000.0,,,11.2842,11.7946,995.1548111866581,0.09773106729812649,0.09773106729812649,,,1.5110932701873523,2.021493270187353
266,2014-10-09,2014-10-09 00:00:00,97.0,95.85,45.38,1000.0,,,11.1305,11.8487,994.7210269797207,0.09814544232715901,0.09814544232715901,,,1.3159557672840982,2.0341557672840977
265,2014-10-10,2014-10-10 00:00:00,96.75,95.86,45.38,1000.0,,,11.2889,11.8515,994.0215259397528,0.09872186332157681,0.09872186332157681,,,1.416713667842318,1.9793136678423178
264,2014-10-13,2014-10-13 00:00:00,96.7,95.77,45.38,1000.0,,,11.3271,11.9176,995.0479490802173,0.09856605715510164,0.09856605715510164,,,1.4704942844898365,2.060994284489837
263,2014-10-14,2014-10-14 00:00:00,97.0,95.76,45.38,1000.0,,,11.1408,11.9017,993.4083258459159,0.09971863680573467,0.09971863680573467,,,1.1689363194265336,1.929836319426533
262,2014-10-15,2014-10-15 00:00:00,96.99,95.67,45.38,1000.0,,,11.1492,11.9558,993.6789227675831,0.09971137203959933,0.09971137203959933,,,1.1780627960400682,1.9846627960400678
261,2014-10-16,2014-10-16 00:00:00,96.7,95.62,45.38,1000.0,,,11.3336,11.9977,992.7690149106099,0.10042536477523394,0.10042536477523394,,,1.2910635224766072,1.9551635224766066
260,2014-10-17,2014-10-17 00:00:00,97.0,95.65,45.38,1000.0,,,11.1529,12.0005,996.6969505987713,0.09818644266516872,0.09818644266516872,,,1.334255733483129,2.181855733483129
259,2014-10-20,2014-10-20 00:00:00,96.0,95.5,45.38,1000.0,,,11.7909,11.9968,996.1389327965196,0.098997191881524,0.098997191881524,,,1.891180811847601,2.0970808118476008
258,2014-10-21,2014-10-21 00:00:00,95.75,95.53,45.38,1000.0,,,11.9548,12.0973,997.2522902885792,0.09847298199783093,0.09847298199783093,,,2.107501800216907,2.250001800216907
257,2014-10-22,2014-10-22 00:00:00,95.75,95.63,45.38,1000.0,,,11.9586,12.0359,998.5866298020571,0.09781290316776448,0.09781290316776448,,,2.1773096832235534,2.2546096832235527
256,2014-10-23,2014-10-23 00:00:00,95.75,95.61,45.38,1000.0,,,11.9614,12.0526,997.39367579199,0.09870132468116317,0.09870132468116317,,,2.091267531883682,2.182467531883683
255,2014-10-24,2014-10-24 00:00:00,96.2,95.26,45.38,1000.0,,,11.9642,12.075,996.3858800801077,0.09948001961794364,0.09948001961794364,,,2.0161980382056353,2.1269980382056346
254,2014-10-27,2014-10-27 00:00:00,96.2,95.28,45.38,1000.0,,,11.6819,12.2818,997.2563397525903,0.0994221889003897,0.0994221889003897,,,1.7396811099610296,2.3395811099610295
253,2014-10-28,2014-10-28 00:00:00,96.2,95.5,45.38,1000.0,,,11.6847,11.8151,994.7478499859019,0.10113970715461755,0.10113970715461755,,,1.5707292845382437,1.7011292845382435
252,2014-10-29,2014-10-29 00:00:00,96.2,95.4,45.38,1000.0,,,11.6875,12.21,992.9245626098234,0.10244090885669943,0.10244090885669943,,,1.4434091143300574,1.9659091143300582
251,2014-10-30,2014-10-30 00:00:00,96.12,95.4,45.38,1000.0,,,11.7686,12.2138,991.879825615115,0.1032614743716985,0.1032614743716985,,,1.4424525628301499,1.8876525628301515
250,2014-10-31,2014-10-31 00:00:00,96.1,95.4,45.38,1000.0,,,11.7779,12.2175,990.2903518845815,0.10442880009682633,0.10442880009682633,,,1.3350199903173685,1.7746199903173672
249,2014-11-03,2014-11-03 00:00:00,96.08,92.0,45.38,1000.0,,,11.7807,14.5432,991.3970926691896,0.1042405011502819,0.1042405011502819,,,1.3566498849718105,4.119149884971812
248,2014-11-05,2014-11-05 00:00:00,96.2,92.01,45.38,1000.0,,,11.708,14.5432,991.7915598477764,0.1043319187556614,0.1043319187556614,,,1.274808124433859,4.110008124433859
247,2014-11-06,2014-11-06 00:00:00,96.2,92.01,45.38,1000.0,,,11.7117,14.5572,988.4889382836184,0.10660482115544981,0.10660482115544981,,,1.0512178844550188,3.8967178844550183
246,2014-11-07,2014-11-07 00:00:00,96.2,92.01,45.38,1000.0,,,11.7145,14.5563,988.7029422490473,0.10664340619207242,0.10664340619207242,,,1.0501593807927563,3.8919593807927573
245,2014-11-10,2014-11-10 00:00:00,96.2,92.01,45.38,1000.0,,,11.7238,14.5842,991.5891681969129,0.10532264269696695,0.10532264269696695,,,1.1915357303033058,4.051935730303304
244,2014-11-11,2014-11-11 00:00:00,95.97,92.01,45.38,1000.0,,,11.8785,14.5917,990.6462475140552,0.10610119972262347,0.10610119972262347,,,1.2683800277376545,3.981580027737653
243,2014-11-12,2014-11-12 00:00:00,95.93,92.02,45.38,1000.0,,,11.9083,14.5917,991.0549311047026,0.10601455437500341,0.10601455437500341,,,1.3068445624996592,3.990244562499658
242,2014-11-13,2014-11-13 00:00:00,95.87,92.02,45.38,1000.0,,,11.9511,14.5982,990.7993399264963,0.10635491909211303,0.10635491909211303,,,1.3156080907886967,3.9627080907886967
241,2014-11-14,2014-11-14 00:00:00,95.79,92.17,45.38,1000.0,,,12.0079,14.4985,989.845163024197,0.10714734202177811,0.10714734202177811,,,1.293165797822187,3.7837657978221877
240,2014-11-17,2014-11-17 00:00:00,94.99,92.01,45.38,1000.0,,,13.6873,14.6336,990.5777903675017,0.10720945020681769,0.10720945020681769,,,2.9663549793182327,3.9126549793182317
239,2014-11-18,2014-11-18 00:00:00,94.99,92.05,45.38,1000.0,,,12.5621,14.5907,990.8441353441519,0.10721601239774493,0.10721601239774493,,,1.8404987602255058,3.8690987602255067
238,2014-11-19,2014-11-19 00:00:00,93.99,92.01,45.38,1000.0,,,13.2532,14.6476,990.0341170737815,0.10792289617664602,0.10792289617664602,,,2.4609103823353973,3.8553103823353982
237,2014-11-20,2014-11-20 00:00:00,95.61,92.01,45.38,1000.0,,,13.2588,13.9509,991.7994618116239,0.10695430479508541,0.10695430479508541,,,2.5633695204914595,3.2554695204914594
236,2014-11-21,2014-11-21 00:00:00,93.99,92.01,45.38,1000.0,,,13.2635,13.9574,992.2795574013801,0.10682151297153694,0.10682151297153694,,,2.581348702846306,3.275248702846305
235,2014-11-24,2014-11-24 00:00:00,93.99,92.01,45.38,1000.0,,,13.2802,14.6839,993.0729517226995,0.10684418281807687,0.10684418281807687,,,2.5957817181923133,3.999481718192312
234,2014-11-25,2014-11-25 00:00:00,93.99,92.01,45.38,1000.0,,,13.2849,14.6913,990.680595166952,0.10859476780472517,0.10859476780472517,,,2.4254232195274827,3.8318232195274824
233,2014-11-26,2014-11-26 00:00:00,93.75,92.01,45.38,1000.0,,,13.9891,14.6913,991.5030574688027,0.10823774193465847,0.10823774193465847,,,3.1653258065341525,3.867525806534152
232,2014-11-27,2014-11-27 00:00:00,93.0,91.51,45.38,1000.0,,,14.7137,14.3532,988.8928547017338,0.1101452093666043,0.1101452093666043,,,3.699179063339569,3.338679063339569
231,2014-11-28,2014-11-28 00:00:00,92.99,92.75,45.38,1000.0,,,14.0086,14.18,987.7296472671175,0.11110476189954484,0.11110476189954484,,,2.898123810045515,3.0695238100455153
230,2014-12-01,2014-12-01 00:00:00,91.9,91.51,45.38,1000.0,,,14.8161,15.1021,984.4935453860068,0.1138427818253992,0.1138427818253992,,,3.431821817460081,3.717821817460081
229,2014-12-02,2014-12-02 00:00:00,92.0,91.01,45.38,1000.0,,,14.7509,15.1105,981.7383321607226,0.11589596896264935,0.11589596896264935,,,3.161303103735065,3.5209031037350655
228,2014-12-03,2014-12-03 00:00:00,92.0,91.01,45.38,1000.0,,,14.7584,15.4886,980.8243555293723,0.11671487112537485,0.11671487112537485,,,3.086912887462516,3.8171128874625158
227,2014-12-04,2014-12-04 00:00:00,92.0,91.01,45.38,1000.0,,,14.7659,15.497,976.0291936981785,0.12018673433716576,0.12018673433716576,,,2.747226566283425,3.4783265662834246
226,2014-12-05,2014-12-05 00:00:00,91.8,91.01,45.38,1000.0,,,14.9205,15.5063,969.7717194106542,0.12471044644850397,0.12471044644850397,,,2.4494553551496026,3.0352553551496015
225,2014-12-08,2014-12-08 00:00:00,90.0,89.01,45.38,1000.0,,,16.2962,15.5324,953.9824594477213,0.13652152139013732,0.13652152139013732,,,2.6440478609862677,1.8802478609862696
224,2014-12-09,2014-12-09 00:00:00,89.9,89.01,45.38,1000.0,,,16.3828,17.0692,950.881429359837,0.13899311862671773,0.13899311862671773,,,2.4834881373282265,3.1698881373282255
223,2014-12-10,2014-12-10 00:00:00,87.5,86.01,45.38,1000.0,,,18.2736,17.0804,953.9093563553115,0.13705501493983832,0.13705501493983832,,,4.568098506016167,3.3748985060161694
222,2014-12-11,2014-12-11 00:00:00,88.0,86.0,45.38,1000.0,,,19.096,19.4984,957.8727279774921,0.1344510900738338,0.1344510900738338,,,5.65089099261662,6.0532909926166205
221,2014-12-12,2014-12-12 00:00:00,86.5,86.0,45.38,1000.0,,,19.1109,19.5217,945.564886308626,0.14360688142117317,0.14360688142117317,,,4.750211857882684,5.1610118578826825
220,2014-12-15,2014-12-15 00:00:00,86.5,85.46,45.38,1000.0,,,19.1538,20.0172,940.574514254065,0.1480671050234918,0.1480671050234918,,,4.3470894976508205,5.210489497650819
219,2014-12-16,2014-12-16 00:00:00,89.89,81.0,45.38,1000.0,,,20.4214,20.4214,874.4404337665787,0.20064417013832583,0.20064417013832583,,,0.3569829861674165,0.3569829861674165
218,2014-12-17,2014-12-17 00:00:00,85.0,83.0,45.38,1000.0,,,20.4382,21.2858,915.5245293006585,0.16770881819577746,0.16770881819577746,,,3.667318180422253,4.514918180422253
217,2014-12-18,2014-12-18 00:00:00,85.0,82.11,45.38,1000.0,,,20.454,22.9809,914.3434875932346,0.16893715840907877,0.16893715840907877,,,3.5602841590921237,6.087184159092121
216,2014-12-19,2014-12-19 00:00:00,85.0,82.71,45.38,1000.0,,,20.4708,20.4708,911.9636119068095,0.17111630913191456,0.17111630913191456,,,3.3591690868085458,3.3591690868085458
215,2014-12-22,2014-12-22 00:00:00,86.99,83.05,45.38,1000.0,,,20.5211,21.8232,922.7893307698862,0.16355316260529448,0.16355316260529448,,,4.165783739470552,5.467883739470551
214,2014-12-23,2014-12-23 00:00:00,81.4,79.02,45.38,1000.0,,,26.0136,23.1756,919.0461118306848,0.1667779797825875,0.1667779797825875,,,9.335802021741252,6.497802021741251
213,2014-12-24,2014-12-24 00:00:00,82.99,78.52,45.38,1000.0,,,23.7363,22.3047,918.6025050182548,0.1674320718089404,0.1674320718089404,,,6.993092819105961,5.561492819105961
212,2014-12-25,2014-12-25 00:00:00,83.0,82.0,45.38,1000.0,,,25.0869,23.2268,923.229488408588,0.16410732010155082,0.16410732010155082,,,8.676167989844917,6.8160679898449175
211,2014-12-26,2014-12-26 00:00:00,84.89,81.01,45.38,1000.0,,,20.848,24.161,928.2371293375684,0.16050416782133414,0.16050416782133414,,,4.797583217866585,8.110583217866587
210,2014-12-29,2014-12-29 00:00:00,85.89,81.04,45.38,1000.0,,,19.8775,20.6319,930.3974701824168,0.15970705702569693,0.15970705702569693,,,3.9067942974303076,4.661194297430308
209,2014-12-30,2014-12-30 00:00:00,90.99,89.5,45.38,1000.0,,,19.8085,16.7228,931.7763446262111,0.15892811072318083,0.15892811072318083,,,3.9156889276819147,0.8299889276819155
208,2015-01-05,2015-01-05 00:00:00,90.99,81.3,45.38,1000.0,,,15.81,24.1191,928.5056943346441,0.16328460175695175,0.16328460175695175,,,-0.5184601756951732,7.790639824304826
207,2015-01-06,2015-01-06 00:00:00,90.68,81.51,45.38,1000.0,,,18.4012,23.945,932.0113843243412,0.16081859920032401,0.16081859920032401,,,2.319340079967599,7.8631400799676
206,2015-01-08,2015-01-08 00:00:00,90.62,81.56,45.38,1000.0,,,16.1313,23.944,932.3953536589928,0.16111721678393193,0.16111721678393193,,,0.019578321606807947,7.8322783216068075
205,2015-01-09,2015-01-09 00:00:00,90.64,81.55,45.38,1000.0,,,16.1257,23.9766,930.060218373153,0.16327328149517312,0.16327328149517312,,,-0.20162814951731178,7.649271850482691
204,2015-01-12,2015-01-12 00:00:00,89.19,81.55,45.38,1000.0,,,17.3272,24.0465,912.4394897571846,0.17853310611293763,0.17853310611293763,,,-0.5261106112937632,6.193189388706237
203,2015-01-13,2015-01-13 00:00:00,90.99,81.55,45.38,1000.0,,,15.8901,24.0698,901.6268885658603,0.1879235195428753,0.1879235195428753,,,-2.9022519542875322,5.277448045712468
202,2015-01-14,2015-01-14 00:00:00,88.21,81.55,45.38,1000.0,,,18.1627,24.094,912.0637838341438,0.1795268102849184,0.1795268102849184,,,0.21001897150815907,6.141318971508159
201,2015-01-15,2015-01-15 00:00:00,90.6,81.58,45.38,1000.0,,,16.2217,24.0893,929.7362628872521,0.16539477104566497,0.16539477104566497,,,-0.317777104566499,7.549822895433504
200,2015-01-16,2015-01-16 00:00:00,89.99,81.6,45.38,1000.0,,,16.7246,24.094,933.6793408269849,0.16253700623375908,0.16253700623375908,,,0.4708993766240894,7.840299376624092
199,2015-01-19,2015-01-19 00:00:00,86.99,81.57,45.38,1000.0,,,19.2711,24.1657,935.9559770223693,0.1616362063942254,0.1616362063942254,,,3.107479360577461,8.002079360577461
198,2015-01-20,2015-01-20 00:00:00,86.78,82.01,45.38,1000.0,,,19.4686,22.8189,932.4904630996954,0.16474401161669183,0.16474401161669183,,,2.9941988383308136,6.344498838330814
197,2015-01-21,2015-01-21 00:00:00,86.79,84.3,45.38,1000.0,,,21.5074,21.6891,932.6028704504141,0.1649689309105287,0.1649689309105287,,,5.010506908947132,5.192206908947131
196,2015-01-22,2015-01-22 00:00:00,90.85,81.63,45.38,1000.0,,,20.6273,24.2095,939.2245444355428,0.15993325876772727,0.15993325876772727,,,4.633974123227276,8.216174123227272
195,2015-01-23,2015-01-23 00:00:00,90.9,87.0,45.38,1000.0,,,16.067,19.327,939.2423307771498,0.16022631553854386,0.16022631553854386,,,0.04436844614561508,3.3043684461456166
194,2015-01-26,2015-01-26 00:00:00,90.95,86.0,45.38,1000.0,,,16.0596,20.2556,931.7389277362774,0.16727673423038505,0.16727673423038505,,,-0.668073423038507,3.5279265769614945
193,2015-01-27,2015-01-27 00:00:00,88.5,81.65,45.38,1000.0,,,18.1013,20.7204,932.793434937938,0.16673453954448167,0.16673453954448167,,,1.4278460455518314,4.0469460455518345
192,2015-01-28,2015-01-28 00:00:00,87.89,85.0,45.38,1000.0,,,18.6368,21.1908,932.2711950946948,0.1674890482074876,0.1674890482074876,,,1.8878951792512382,4.441895179251237
191,2015-01-29,2015-01-29 00:00:00,87.96,84.02,45.38,1000.0,,,22.1296,21.5298,933.1393070279273,0.16709931645217002,0.16709931645217002,,,5.419668354782999,4.819868354783001
190,2015-01-30,2015-01-30 00:00:00,87.99,87.5,45.38,1000.0,,,18.5819,19.0047,942.3689858174498,0.159863959159199,0.159863959159199,,,2.595504084080103,3.0183040840801016
189,2015-02-02,2015-02-02 00:00:00,87.97,84.12,45.38,1000.0,,,18.8352,19.6241,949.7902544148194,0.15477643762724302,0.15477643762724302,,,3.3575562372756984,4.146456237275697
188,2015-02-03,2015-02-03 00:00:00,90.99,84.03,45.38,1000.0,,,18.6769,22.2079,955.5149453918935,0.1504761074063277,0.1504761074063277,,,3.62928925936723,7.160289259367229
187,2015-02-04,2015-02-04 00:00:00,90.99,85.51,45.38,1000.0,,,16.1257,20.8536,953.3413863634885,0.15251595425739267,0.15251595425739267,,,0.8741045742607305,5.602004574260732
186,2015-02-05,2015-02-05 00:00:00,90.98,86.02,45.38,1000.0,,,16.1453,19.5422,958.7722302994698,0.14845664781179846,0.14845664781179846,,,1.2996352188201534,4.696535218820156
185,2015-02-06,2015-02-06 00:00:00,90.99,86.42,45.38,1000.0,,,16.149,20.0768,963.3782534914344,0.14507691734857517,0.14507691734857517,,,1.6413082651424844,5.569108265142482
184,2015-02-09,2015-02-09 00:00:00,90.8,86.56,45.38,1000.0,,,16.3409,20.0051,967.1412385778856,0.14293805159977452,0.14293805159977452,,,2.047094840022549,5.711294840022546
183,2015-02-10,2015-02-10 00:00:00,90.5,87.05,45.38,1000.0,,,16.6026,19.5841,967.5332885724463,0.1429079032444127,0.1429079032444127,,,2.311809675558731,5.293309675558731
182,2015-02-11,2015-02-11 00:00:00,90.4,86.61,45.38,1000.0,,,16.6985,19.9967,967.7366290911049,0.14302792361027178,0.14302792361027178,,,2.395707638972821,5.6939076389728225
181,2015-02-12,2015-02-12 00:00:00,90.49,86.0,45.38,1000.0,,,16.6352,20.5686,969.956339788044,0.1415438259909434,0.1415438259909434,,,2.4808174009056607,6.41421740090566
180,2015-02-13,2015-02-13 00:00:00,90.99,87.05,45.38,1000.0,,,16.2291,19.6362,973.1621489013539,0.13927934093369213,0.13927934093369213,,,2.3011659066307857,5.7082659066307855
179,2015-02-16,2015-02-16 00:00:00,90.99,88.12,45.38,1000.0,,,16.2645,18.7337,979.2469448673985,0.13528948456118162,0.13528948456118162,,,2.73555154388184,5.204751543881837
178,2015-02-17,2015-02-17 00:00:00,90.95,88.32,45.38,1000.0,,,16.3101,18.5725,982.1459434068431,0.13327521291738123,0.13327521291738123,,,2.982578708261876,5.244978708261879
177,2015-02-18,2015-02-18 00:00:00,90.58,88.12,45.38,1000.0,,,16.6343,18.7663,987.2532714660416,0.12953804448711242,0.12953804448711242,,,3.6804955512887574,5.812495551288759
176,2015-02-19,2015-02-19 00:00:00,90.98,90.01,45.38,1000.0,,,16.3083,17.1326,981.0918680840568,0.13463845939727606,0.13463845939727606,,,2.8444540602723922,3.668754060272393
175,2015-02-20,2015-02-20 00:00:00,90.98,89.0,45.38,1000.0,,,16.3204,18.0221,981.0648296869549,0.13492876498092912,0.13492876498092912,,,2.8275235019070877,4.529223501907087
174,2015-02-24,2015-02-24 00:00:00,90.97,89.5,45.38,1000.0,,,16.3772,17.6439,969.0612721653297,0.1457088551670043,0.1457088551670043,,,1.806314483299568,3.073014483299568
173,2015-02-25,2015-02-25 00:00:00,90.75,89.5,45.38,1000.0,,,16.5775,17.6579,967.989941991075,0.1468816179553648,0.1468816179553648,,,1.8893382044635203,2.969738204463521
172,2015-02-26,2015-02-26 00:00:00,90.87,87.53,45.38,1000.0,,,16.4871,19.4313,968.642946200475,0.14664405627303037,0.14664405627303037,,,1.822694372696965,4.766894372696964
171,2015-02-27,2015-02-27 00:00:00,90.96,88.51,45.38,1000.0,,,16.4228,18.5642,964.5330040279694,0.15033493408336404,0.15033493408336404,,,1.389306591663594,3.530706591663595
170,2015-03-02,2015-03-02 00:00:00,92.0,87.71,45.38,1000.0,,,15.5762,19.3391,964.1953071738191,0.1515422172576716,0.1515422172576716,,,0.4219782742328384,4.184878274232837
